,mitre name,mitre alias,malpedia name,malpedia alias,attack techniques,technique name,attack software,malpedia techniques,malpedia software,normalized mitre software,normalized malpedia software,software union,software overlap,mitre software ids,software union canonical
G0112,windshift,['bahamut'],bahamut,[],"['T1189', 'T1105', 'T1036.001', 'T1204.002', 'T1204.001', 'T1036', 'T1027', 'T1057', 'T1547.001', 'T1518.001', 'T1518', 'T1566.001', 'T1566.002', 'T1566.003', 'T1082', 'T1033', 'T1059.005', 'T1071.001', 'T1047', 'T1429', 'T1632.001', 'T1628.003', 'T1636.003', 'T1533', 'T1407', 'T1420', 'T1627.001', 'T1417.001', 'T1430', 'T1406', 'T1636.004', 'T1521.001', 'T1633.001', 'T1426', 'T1512', 'T1398', 'T1636.002', 'T1646', 'T1437', 'T1418']","['Drive-by Compromise', 'Ingress Tool Transfer', 'Invalid Code Signature', 'Malicious File', 'Malicious Link', 'Masquerading', 'Obfuscated Files or Information', 'Process Discovery', 'Registry Run Keys / Startup Folder', 'Security Software Discovery', 'Software Discovery', 'Spearphishing Attachment', 'Spearphishing Link', 'Spearphishing via Service', 'System Information Discovery', 'System Owner/User Discovery', 'Visual Basic', 'Web Protocols', 'Windows Management Instrumentation', 'Audio Capture', 'Code Signing Policy Modification', 'Conceal Multimedia Files', 'Contact List', 'Data from Local System', 'Download New Code at Runtime', 'File and Directory Discovery', 'Geofencing', 'Keylogging', 'Location Tracking', 'SMS Messages', 'Symmetric Cryptography', 'System Checks', 'Video Capture']",['S0466'],[],['osx.windtail'],['windtail'],['S0466'],['S0466'],['S0466'],['S0466'],['windtail']
G0094,kimsuky,"['black banshee', 'emerald sleet', 'thallium', 'velvet chollima']",kimsuky,"['velvet chollima', 'black banshee', 'thallium', 'operation stolen pencil', 'g0086', 'apt43', 'emerald sleet', 'thallium', 'springtail', 'sparkling pisces']","['T1098', 'T1557', 'T1560.003', 'T1560.001', 'T1102.002', 'T1176', 'T1546.001', 'T1553.002', 'T1552.001', 'T1555.003', 'T1005', 'T1140', 'T1587', 'T1562.004', 'T1562.001', 'T1583.001', 'T1584.001', 'T1586.002', 'T1585.002', 'T1589.002', 'T1114.003', 'T1589.003', 'T1041', 'T1567.002', 'T1190', 'T1588.005', 'T1133', 'T1070.004', 'T1071.002', 'T1083', 'T1591', 'T1564.002', 'T1564.003', 'T1105', 'T1534', 'T1059.007', 'T1056.001', 'T1003.001', 'T1136.001', 'T1078.003', 'T1074.001', 'T1071.003', 'T1204.002', 'T1204.001', 'T1587.001', 'T1036.004', 'T1036.005', 'T1112', 'T1218.005', 'T1111', 'T1040', 'T1027', 'T1550.002', 'T1059.001', 'T1057', 'T1055.012', 'T1055', 'T1059.006', 'T1012', 'T1547.001', 'T1218.010', 'T1219', 'T1021.001', 'T1114.002', 'T1218.011', 'T1053.005', 'T1593.002', 'T1594', 'T1518.001', 'T1583.004', 'T1593.001', 'T1585.001', 'T1027.002', 'T1566.001', 'T1566.002', 'T1598.003', 'T1082', 'T1016', 'T1007', 'T1070.006', 'T1588.002', 'T1608.001', 'T1059.005', 'T1071.001', 'T1583.006', 'T1505.003', 'T1059.003', 'T1543.003', 'T1003', 'T1185', 'T1001', 'T1583', 'T1547', 'T1560', 'T1598', 'T1025', 'T1573.001', 'T1113', 'T1189', 'T1548.002', 'T1134']","['Account Manipulation', 'Adversary-in-the-Middle', 'Archive via Custom Method', 'Archive via Utility', 'Bidirectional Communication', 'Browser Extensions', 'Change Default File Association', 'Code Signing', 'Credentials In Files', 'Credentials from Web Browsers', 'Data from Local System', 'Deobfuscate/Decode Files or Information', 'Develop Capabilities', 'Disable or Modify System Firewall', 'Disable or Modify Tools', 'Domains', 'Email Accounts', 'Email Addresses', 'Email Forwarding Rule', 'Employee Names', 'Exfiltration Over C2 Channel', 'Exfiltration to Cloud Storage', 'Exploit Public-Facing Application', 'Exploits', 'External Remote Services', 'File Deletion', 'File Transfer Protocols', 'File and Directory Discovery', 'Gather Victim Org Information', 'Hidden Users', 'Hidden Window', 'Ingress Tool Transfer', 'Internal Spearphishing', 'JavaScript', 'Keylogging', 'LSASS Memory', 'Local Account', 'Local Accounts', 'Local Data Staging', 'Mail Protocols', 'Malicious File', 'Malicious Link', 'Malware', 'Masquerade Task or Service', 'Match Legitimate Name or Location', 'Modify Registry', 'Mshta', 'Multi-Factor Authentication Interception', 'Network Sniffing', 'Obfuscated Files or Information', 'Pass the Hash', 'PowerShell', 'Process Discovery', 'Process Hollowing', 'Process Injection', 'Python', 'Query Registry', 'Registry Run Keys / Startup Folder', 'Regsvr32', 'Remote Access Software', 'Remote Desktop Protocol', 'Remote Email Collection', 'Rundll32', 'Scheduled Task', 'Search Engines', 'Search Victim-Owned Websites', 'Security Software Discovery', 'Server', 'Social Media', 'Social Media Accounts', 'Software Packing', 'Spearphishing Attachment', 'Spearphishing Link', 'System Information Discovery', 'System Network Configuration Discovery', 'System Service Discovery', 'Timestomp', 'Tool', 'Upload Malware', 'Visual Basic', 'Web Protocols', 'Web Services', 'Web Shell', 'Windows Command Shell', 'Windows Service']","['S0622', 'S0414', 'S0252', 'S0527', 'S0249', 'S0526', 'S0002', 'S0353', 'S0029', 'S0111']","['T1001', 'T1003', 'T1005', 'T1007', 'T1012', 'T1016', 'T1021', 'T1021.001', 'T1025', 'T1027', 'T1027.002', 'T1027.004', 'T1027.010', 'T1035.005', 'T1036', 'T1040', 'T1041', 'T1047', 'T1053', 'T1053.005', 'T1055', 'T1056', 'T1056.001', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1059.005', 'T1059.006', 'T1059.007', 'T1070', 'T1070.004', 'T1071', 'T1071.001', 'T1074', 'T1074.001', 'T1078', 'T1082', 'T1083', 'T1087.001', 'T1098', 'T1102', 'T1105', 'T1111', 'T1112', 'T1113', 'T1114', 'T1114.003', 'T1115', 'T1132.001', 'T1133', 'T1134', 'T1136', 'T1140', 'T1176', 'T1185', 'T1189', 'T1190', 'T1204', 'T1204.001', 'T1204.002', 'T1218', 'T1218.005', 'T1218.010', 'T1219', 'T1505', 'T1505.003', 'T1518', 'T1518.001', 'T1534', 'T1539', 'T1543', 'T1546', 'T1546.001', 'T1547', 'T1547.001', 'T1548.002', 'T1550', 'T1550.002', 'T1552', 'T1553', 'T1555', 'T1555.003', 'T1557', 'T1560', 'T1562', 'T1562.004', 'T1564', 'T1566', 'T1566.001', 'T1566.002', 'T1567', 'T1567.002', 'T1573', 'T1573.001', 'T1583', 'T1584', 'T1585', 'T1585.001', 'T1585.002', 'T1586', 'T1587', 'T1587.001', 'T1588', 'T1588.004', 'T1589', 'T1591', 'T1593', 'T1594', 'T1598', 'T1608']","['apk.fastfire', 'apk.fastspy', 'elf.gomir', 'ps1.flowerpower', 'ps1.randomquery', 'ps1.unidentified_004', 'vbs.randomquery', 'win.alphaseed', 'win.appleseed', 'win.babyshark', 'win.grease', 'win.kimsuky', 'win.mechanical', 'win.navrat', 'win.nikihttp', 'win.troll_stealer', 'win.yorekey']","['appleseed', 'babyshark', 'brave prince', 'cspy downloader', 'gold dragon', 'kgh spy', 'mimikatz', 'nokki', 'psexec', 'schtasks']","['S0414', 'S0622', 'alphaseed', 'fastfire', 'fastspy', 'flowerpower', 'gomir', 'grease', 'kimsuky', 'mechanical', 'nav rat', 'nikihttp', 'randomquery', 'troll stealer', 'unidentified', 'vbs.randomquery', 'yorekey']","['S0002', 'S0029', 'S0111', 'S0249', 'S0252', 'S0353', 'S0414', 'S0526', 'S0527', 'S0622', 'alphaseed', 'fastfire', 'fastspy', 'flowerpower', 'gomir', 'grease', 'kimsuky', 'mechanical', 'nav rat', 'nikihttp', 'randomquery', 'troll stealer', 'unidentified', 'vbs.randomquery', 'yorekey']","['S0414', 'S0622']","['S0002', 'S0029', 'S0111', 'S0249', 'S0252', 'S0353', 'S0414', 'S0526', 'S0527', 'S0622']","['alphaseed', 'appleseed', 'babyshark', 'brave prince', 'cspy downloader', 'fastfire', 'fastspy', 'flowerpower', 'gold dragon', 'gomir', 'grease', 'kgh spy', 'kimsuky', 'mechanical', 'mimikatz', 'nav rat', 'nikihttp', 'nokki', 'psexec', 'randomquery', 'schtasks', 'troll stealer', 'unidentified', 'vbs.randomquery', 'yorekey']"
G1023,apt5,"['bronze fleetwood', 'keyhole panda', 'manganese', 'mulberry typhoon', 'unc2630']",apt5,"['keyhole panda', 'manganese', 'bronze fleetwood', 'bottle', 'mulberry typhoon', 'poisoned flight', 'tabcteng']","['T1098', 'T1560.001', 'T1070.003', 'T1078.004', 'T1554', 'T1053.003', 'T1078.002', 'T1190', 'T1070.004', 'T1083', 'T1562.006', 'T1070', 'T1056.001', 'T1003.001', 'T1136.001', 'T1074.001', 'T1654', 'T1036.005', 'T1059.001', 'T1057', 'T1055', 'T1021.001', 'T1021.004', 'T1003.002', 'T1049', 'T1070.006', 'T1505.003', 'T1059.003', 'T1053', 'T1082', 'T1059', 'T1592.004', 'T1003', 'T1556.004', 'T1016', 'T1136', 'T1569.002', 'T1070.001', 'T1048', 'T1140', 'T1111', 'T1134.001', 'T1600', 'T1133', 'T1027', 'T1105', 'T1518', 'T1562', 'T1071.001', 'T1574']","['Account Manipulation', 'Archive via Utility', 'Clear Command History', 'Cloud Accounts', 'Compromise Host Software Binary', 'Cron', 'Domain Accounts', 'Exploit Public-Facing Application', 'File Deletion', 'File and Directory Discovery', 'Indicator Blocking', 'Indicator Removal', 'Keylogging', 'LSASS Memory', 'Local Account', 'Local Data Staging', 'Log Enumeration', 'Match Legitimate Name or Location', 'PowerShell', 'Process Discovery', 'Process Injection', 'Remote Desktop Protocol', 'SSH', 'Security Account Manager', 'System Network Connections Discovery', 'Timestomp', 'Web Shell', 'Windows Command Shell']","['S0002', 'S0039', 'S1109', 'S1108', 'S1050', 'S0012', 'S1113', 'S1110', 'S1104', 'S0007', 'S0057', 'S0032', 'S0104']",[],['win.leouncia'],"['gh0st rat', 'mimikatz', 'net', 'netstat', 'pacemaker', 'pcshare', 'poisonivy', 'pulsecheck', 'rapidpulse', 'skeleton key', 'slightpulse', 'slowpulse', 'tasklist']",['leouncia'],"['S0002', 'S0007', 'S0012', 'S0032', 'S0039', 'S0057', 'S0104', 'S1050', 'S1104', 'S1108', 'S1109', 'S1110', 'S1113', 'leouncia']",[],"['S0002', 'S0007', 'S0012', 'S0032', 'S0039', 'S0057', 'S0104', 'S1050', 'S1104', 'S1108', 'S1109', 'S1110', 'S1113']","['gh0st rat', 'leouncia', 'mimikatz', 'net', 'netstat', 'pacemaker', 'pcshare', 'poisonivy', 'pulsecheck', 'rapidpulse', 'skeleton key', 'slightpulse', 'slowpulse', 'tasklist']"
G0087,apt39,"['chafer', 'itg07', 'remix kitten']",apt39,"['chafer', 'remix kitten', 'cobalt hickman', 'g0087', 'radio serpens', 'ta454']","['T1546.010', 'T1560.001', 'T1059.010', 'T1197', 'T1102.002', 'T1110', 'T1115', 'T1553.006', 'T1059', 'T1555', 'T1071.004', 'T1005', 'T1140', 'T1027.013', 'T1041', 'T1190', 'T1090.002', 'T1070.004', 'T1083', 'T1105', 'T1056', 'T1090.001', 'T1056.001', 'T1003.001', 'T1136.001', 'T1074.001', 'T1204.002', 'T1204.001', 'T1036.005', 'T1046', 'T1135', 'T1003', 'T1059.001', 'T1059.006', 'T1012', 'T1547.001', 'T1021.001', 'T1018', 'T1021.002', 'T1021.004', 'T1053.005', 'T1113', 'T1569.002', 'T1547.009', 'T1027.002', 'T1566.001', 'T1566.002', 'T1033', 'T1588.002', 'T1078', 'T1059.005', 'T1071.001', 'T1505.003']","['AppInit DLLs', 'Archive via Utility', 'AutoHotKey & AutoIT', 'BITS Jobs', 'Bidirectional Communication', 'Brute Force', 'Clipboard Data', 'Code Signing Policy Modification', 'Command and Scripting Interpreter', 'Credentials from Password Stores', 'DNS', 'Data from Local System', 'Deobfuscate/Decode Files or Information', 'Encrypted/Encoded File', 'Exfiltration Over C2 Channel', 'Exploit Public-Facing Application', 'External Proxy', 'File Deletion', 'File and Directory Discovery', 'Ingress Tool Transfer', 'Input Capture', 'Internal Proxy', 'Keylogging', 'LSASS Memory', 'Local Account', 'Local Data Staging', 'Malicious File', 'Malicious Link', 'Match Legitimate Name or Location', 'Network Service Discovery', 'Network Share Discovery', 'OS Credential Dumping', 'PowerShell', 'Python', 'Query Registry', 'Registry Run Keys / Startup Folder', 'Remote Desktop Protocol', 'Remote System Discovery', 'SMB/Windows Admin Shares', 'SSH', 'Scheduled Task', 'Screen Capture', 'Service Execution', 'Shortcut Modification', 'Software Packing', 'Spearphishing Attachment', 'Spearphishing Link', 'System Owner/User Discovery', 'Tool', 'Valid Accounts', 'Visual Basic', 'Web Protocols', 'Web Shell']","['S0073', 'S0454', 'S0488', 'S0459', 'S0002', 'S0590', 'S0029', 'S0375', 'S0005', 'S0095', 'S0006']","['T1003', 'T1005', 'T1012', 'T1018', 'T1021', 'T1027', 'T1033', 'T1036', 'T1041', 'T1046', 'T1053', 'T1056', 'T1059', 'T1070', 'T1071', 'T1074', 'T1078', 'T1083', 'T1090', 'T1102', 'T1105', 'T1110', 'T1113', 'T1115', 'T1135', 'T1136', 'T1140', 'T1190', 'T1197', 'T1204', 'T1505', 'T1546', 'T1547', 'T1553', 'T1555', 'T1560', 'T1566', 'T1569', 'T1588']","['ps1.oilrig', 'win.remexi']","['aspxspy', 'cadelspy', 'crackmapexec', 'ftp', 'mechaflounder', 'mimikatz', 'nbtscan', 'psexec', 'pwdump', 'remexi', 'windows credential editor']","['S0375', 'oilrig']","['S0002', 'S0005', 'S0006', 'S0029', 'S0073', 'S0095', 'S0375', 'S0454', 'S0459', 'S0488', 'S0590', 'oilrig']",['S0375'],"['S0002', 'S0005', 'S0006', 'S0029', 'S0073', 'S0095', 'S0375', 'S0454', 'S0459', 'S0488', 'S0590']","['aspxspy', 'cadelspy', 'crackmapexec', 'ftp', 'mechaflounder', 'mimikatz', 'nbtscan', 'oilrig', 'psexec', 'pwdump', 'remexi', 'windows credential editor']"
G0078,gorgon,[],the gorgon,"['gorgon', 'subaat', 'atk92', 'g0078', 'pasty gemini']","['T1140', 'T1562.001', 'T1564.003', 'T1105', 'T1204.002', 'T1112', 'T1106', 'T1055.002', 'T1059.001', 'T1055.012', 'T1547.001', 'T1547.009', 'T1566.001', 'T1588.002', 'T1059.005', 'T1059.003']","['Deobfuscate/Decode Files or Information', 'Disable or Modify Tools', 'Hidden Window', 'Ingress Tool Transfer', 'Malicious File', 'Modify Registry', 'Native API', 'Portable Executable Injection', 'PowerShell', 'Process Hollowing', 'Registry Run Keys / Startup Folder', 'Shortcut Modification', 'Spearphishing Attachment', 'Tool', 'Visual Basic', 'Windows Command Shell']","['S0336', 'S0262', 'S0332', 'S0385']","['T1003', 'T1005', 'T1010', 'T1011', 'T1012', 'T1016', 'T1018', 'T1021.001', 'T1027', 'T1027.002', 'T1027.009', 'T1033', 'T1036', 'T1036.005', 'T1041', 'T1047', 'T1049', 'T1053', 'T1053.005', 'T1055', 'T1055.012', 'T1056.002', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1064', 'T1069.001', 'T1070', 'T1070.004', 'T1070.006', 'T1071', 'T1082', 'T1083', 'T1086', 'T1089', 'T1093', 'T1095', 'T1105', 'T1106', 'T1112', 'T1113', 'T1114', 'T1115', 'T1124', 'T1125', 'T1129', 'T1134.002', 'T1136.001', 'T1140', 'T1202', 'T1203', 'T1204', 'T1204.002', 'T1219', 'T1222', 'T1222.001', 'T1486', 'T1489', 'T1497', 'T1518', 'T1518.001', 'T1529', 'T1531', 'T1543.003', 'T1547', 'T1547.001', 'T1547.009', 'T1548', 'T1548.002', 'T1552', 'T1552.001', 'T1552.002', 'T1555.003', 'T1562', 'T1562.001', 'T1562.004', 'T1564', 'T1564.001', 'T1564.003', 'T1566', 'T1566.001', 'T1569.002', 'T1573', 'T1573.001', 'T1574', 'T1574.002', 'T1588', 'T1590.005']","['win.azorult', 'win.lokipws', 'win.nanocore', 'win.njrat', 'win.quasar_rat', 'win.remcos', 'win.revenge_rat']","['nanocore', 'nj rat', 'quasar rat', 'remcos']","['S0262', 'S0332', 'S0336', 'S0385', 'azorult', 'lokipws', 'revenge rat']","['S0262', 'S0332', 'S0336', 'S0385', 'azorult', 'lokipws', 'revenge rat']","['S0262', 'S0332', 'S0336', 'S0385']","['S0262', 'S0332', 'S0336', 'S0385']","['azorult', 'lokipws', 'nanocore', 'nj rat', 'quasar rat', 'remcos', 'revenge rat']"
G0041,strider,['projectsauron'],projectsauron,"['strider', 'sauron', 'project sauron', 'g0041']","['T1564.005', 'T1090.001', 'T1556.002']","['Hidden File System', 'Internal Proxy', 'Password Filter DLL']",['S0125'],"['T1090', 'T1556', 'T1564']",['win.remsec_strider'],['remsec'],['remsec strider'],"['S0125', 'remsec strider']",[],['S0125'],"['remsec', 'remsec strider']"
G0121,sidewinder,"['rattlesnake', 't-apt-04']",razor tiger,"['sidewinder', 'rattlesnake', 'apt-c-17', 't-apt-04']","['T1119', 'T1020', 'T1027.010', 'T1574.002', 'T1559.002', 'T1027.013', 'T1203', 'T1083', 'T1105', 'T1059.007', 'T1074.001', 'T1204.002', 'T1204.001', 'T1036.005', 'T1218.005', 'T1059.001', 'T1057', 'T1547.001', 'T1518.001', 'T1518', 'T1566.001', 'T1598.002', 'T1566.002', 'T1598.003', 'T1082', 'T1016', 'T1033', 'T1124', 'T1059.005', 'T1071.001', 'T1071', 'T1041', 'T1005', 'T1589', 'T1589.002', 'T1078', 'T1025', 'T1059', 'T1583.004', 'T1074', 'T1591.004', 'T1583', 'T1087', 'T1591.003', 'T1039', 'T1087.001', 'T1583.001', 'T1602.002', 'T1591', 'T1589.003', 'T1069', 'T1204', 'T1007', 'T1120', 'T1591.002', 'T1591.001', 'T1602', 'T1574']","['Automated Collection', 'Automated Exfiltration', 'Command Obfuscation', 'DLL Side-Loading', 'Dynamic Data Exchange', 'Encrypted/Encoded File', 'Exploitation for Client Execution', 'File and Directory Discovery', 'Ingress Tool Transfer', 'JavaScript', 'Local Data Staging', 'Malicious File', 'Malicious Link', 'Match Legitimate Name or Location', 'Mshta', 'PowerShell', 'Process Discovery', 'Registry Run Keys / Startup Folder', 'Security Software Discovery', 'Software Discovery', 'Spearphishing Attachment', 'Spearphishing Link', 'System Information Discovery', 'System Network Configuration Discovery', 'System Owner/User Discovery', 'System Time Discovery', 'Visual Basic', 'Web Protocols']",['S0250'],"['T1102', 'T1140', 'T1204', 'T1559', 'T1566']","['apk.sidewinder', 'win.sidewinder', 'win.unidentified_093']",['koadic'],"['sidewinder', 'unidentified']","['S0250', 'sidewinder', 'unidentified']",[],['S0250'],"['koadic', 'sidewinder', 'unidentified']"
G1015,scattered spider,"['octo tempest', 'roasted 0ktapus', 'storm-0875']",scattered spider,"['unc3944', 'muddled libra', 'oktapus', 'scattered swine', 'scatter swine', 'octo tempest', '0ktapus', 'storm-0971', 'dev-0971', 'starfraud']","['T1098.003', 'T1217', 'T1580', 'T1538', 'T1021.007', 'T1213.003', 'T1553.002', 'T1556.009', 'T1136', 'T1578.002', 'T1552.001', 'T1486', 'T1074', 'T1530', 'T1006', 'T1087.002', 'T1564.008', 'T1567.002', 'T1068', 'T1133', 'T1083', 'T1657', 'T1656', 'T1556.006', 'T1621', 'T1003.003', 'T1598', 'T1552.004', 'T1219', 'T1018', 'T1598.004', 'T1539', 'T1484.002', 'T1204', 'T1660', 'T1199', 'T1078.002', 'T1585.001', 'T1648', 'T1606', 'T1589', 'T1078', 'T1566', 'T1583.001', 'T1114', 'T1213.002', 'T1566.004']","['Additional Cloud Roles', 'Browser Information Discovery', 'Cloud Infrastructure Discovery', 'Cloud Service Dashboard', 'Cloud Services', 'Code Repositories', 'Code Signing', 'Conditional Access Policies', 'Create Account', 'Create Cloud Instance', 'Credentials In Files', 'Data Encrypted for Impact', 'Data Staged', 'Data from Cloud Storage', 'Direct Volume Access', 'Domain Account', 'Email Hiding Rules', 'Exfiltration to Cloud Storage', 'Exploitation for Privilege Escalation', 'External Remote Services', 'File and Directory Discovery', 'Financial Theft', 'Impersonation', 'Multi-Factor Authentication', 'Multi-Factor Authentication Request Generation', 'NTDS', 'Phishing for Information', 'Private Keys', 'Remote Access Software', 'Remote System Discovery', 'Spearphishing Voice', 'Steal Web Session Cookie', 'Trust Modification', 'User Execution', 'Phishing']","['S1068', 'S0349', 'S0002', 'S0670', 'S0508']",[],[],"['blackcat', 'lazagne', 'mimikatz', 'ngrok', 'warzone rat']",[],"['S0002', 'S0349', 'S0508', 'S0670', 'S1068']",[],"['S0002', 'S0349', 'S0508', 'S0670', 'S1068']","['blackcat', 'lazagne', 'mimikatz', 'ngrok', 'warzone rat']"
G0025,apt17,['deputy dog'],apt17,"['group 8', 'aurora panda', 'hidden lynx', 'tailgater', 'dogfish', 'bronze keystone', 'g0025', 'group 72', 'g0001', 'axiom', 'helium']","['T1585', 'T1583.006']","['Establish Accounts', 'Web Services']",['S0069'],[],[],['blackcoffee'],[],['S0069'],[],['S0069'],['blackcoffee']
G0008,carbanak,['anunak'],fin7,"['carbon spider', 'gold niagara', 'calcium', 'atk32', 'g0046', 'g0008', 'coreid', 'carbanak', 'sangria tempest', 'elbrus', 'carbon spider', 'jokerstash']","['T1102.002', 'T1562.004', 'T1036.004', 'T1036.005', 'T1219', 'T1218.011', 'T1588.002', 'T1078', 'T1543.003']","['Bidirectional Communication', 'Disable or Modify System Firewall', 'Masquerade Task or Service', 'Match Legitimate Name or Location', 'Remote Access Software', 'Rundll32', 'Tool', 'Valid Accounts', 'Windows Service']","['S0030', 'S0002', 'S0029', 'S0108']","['T1018', 'T1021', 'T1021.007', 'T1022', 'T1027', 'T1027.010', 'T1032', 'T1033', 'T1035', 'T1036', 'T1038', 'T1041', 'T1043', 'T1047', 'T1048', 'T1050', 'T1053', 'T1053.005', 'T1055', 'T1055.002', 'T1056.001', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1059.007', 'T1060', 'T1064', 'T1065', 'T1070', 'T1071', 'T1074', 'T1076', 'T1078', 'T1078.002', 'T1082', 'T1083', 'T1086', 'T1087', 'T1088', 'T1089', 'T1096', 'T1102', 'T1105', 'T1106', 'T1107', 'T1113', 'T1114', 'T1115', 'T1116', 'T1125', 'T1129', 'T1136', 'T1137', 'T1140', 'T1173', 'T1179', 'T1190', 'T1193', 'T1199', 'T1204', 'T1204.002', 'T1210', 'T1213.002', 'T1213.003', 'T1217', 'T1219', 'T1220', 'T1484.002', 'T1486', 'T1530', 'T1538', 'T1539', 'T1546.011', 'T1547.001', 'T1548', 'T1548.002', 'T1552.001', 'T1552.004', 'T1555.003', 'T1556.006', 'T1566', 'T1566.001', 'T1566.004', 'T1567', 'T1567.002', 'T1571', 'T1573.001', 'T1578.002', 'T1583.001', 'T1585.001', 'T1589', 'T1598', 'T1606', 'T1621', 'T1648', 'T1656', 'T1657', 'T1660', 'T9000']",[],"['carbanak', 'mimikatz', 'netsh', 'psexec']",[],"['S0002', 'S0029', 'S0030', 'S0108']",[],"['S0002', 'S0029', 'S0030', 'S0108']","['carbanak', 'mimikatz', 'netsh', 'psexec']"
